username,text,likes
tatiana_59690,😢😢😢,
beverariluiza,❤️❤️❤️❤️❤️❤️❤️,
lian.crys12,"Sim, eu relembrei o abraço que eu mais tenho saudade, o da minha Mãe 😢",
marcia_gonoring,🥺🥺,
lucineide.lopes.35,😢,
cristinamatosf,❤️,
vannia.fernandes,Sem palavras pra essa saudades..sofremos junto 😢,
jani.contadora,"Que Deus continue te sustentando, te guardando e te dê força a cada amanhecer para seguir a viagem …Um dia vcs estarão juntas para esse abraço na vida eterna que para muitos é a segunda oportunidade que Deus nos deu para sermos felizes , sem dor e angústia ! Sentimos muito por vcs !",
silvaanaildeferreirada,"Nossa, assisti hj de manhã ao documentário, estou com a sensação de tristeza o dia todo 😞 Agora entro no Instagram e essa é a primeira postagem que aparece pra mim 😭 É de dilacerar o peito mesmo 😭",
andreia_201190,"Sim ,lembrei da minha mãe 😍😍",
parapaiseeducadores,😢👼🌟,
ferrari_fer,😢😢,
silvanakt01,😢😢😢😢😢😢😢😢,
elisadossa,😢😢😢😢,
amigos_da_helena,"Dói em nós, imagine nela. Meu Deus, é uma dor sem fim",
leacarvalho242,😢😢😢😢😢😢😢😢😢,
iraci.costa45,😢😢😢😢😢,
carla.amor7,Que amor . Eterno. Infinito. Transcende planos,
leomarsferreira,😥😥,
mananadrade,"Sentimos muito, até hj,pra sempre Isabella 😢",
nataliafacanha,"Nossa, me doeu a alma esse vídeo 😢",
ligiani_e_gilson,😢😢😢😢,
danielibuenosjc,Isa vive em nós também @anaka,
grazielasilvasantos01,Impossível não chorar 😭😭😭,
katia_souza_123,Quando uma mãe perde um filho todas as outras mães perdem um pouco também. 😢😢😢❤️,
michelle.alvarenga.bonet,😢,
sousa.marina,😢😢😢😢😢😢😢,
jennifershelbing_costa,O sorriso inocente mais lembrado do Brasil! Simplesmente inesquecível ! DEUS abençoe esta mãezinha!🙌💖,
junia.valle,O abraço com amor faz uma grande diferença !❤️,
silvana.martins.501151,Isa vive em nós @anacarolinaoliveira_oficial vc não está sozinha😢,
cacaukacau,😢😢😢😢😢😢😢😢,
suzanareisrocha1,Coisa linda meu Deus. Até hj sinto saudades de Isabella . Esse anjo lindo ❤️😢,
ladyluciaa,😢,
livia_melooficial,Lindo mais no mesmo tempo triste,
brandao7106,Dói na gente 😭😭😭,
cleide_alencar9,"A maior prova que Deus existe é essa quando uma mãe perde um filho creio eu que a dor e de matar, mas não mata Deus com certeza carrega a mãe no colo",
marleneoliveira3020,😭❤️❤️❤️,
kellizacarkim,"Isabella está na vida de todos nós!! Amamos alguém que nunca conhecemos e admiramos essa MÃE maravilhosa!! DEUS te abençoe @anacarolinaoliveira_oficial , você é força, amor , resiliência e FE!!",
sousa.marina,Me dói no coração até hoje esse crime covarde e injustificável,
luzshy7,"Meu Deus, quando o crime da Isabela ocorreu, fui profundamente impactada. A dor e a injustiça me abalaram, mas na época, eu não podia imaginar a profundidade dessa dor. Eu não era mãe ainda.
Mas o destino me presenteou com a maternidade pouco tempo depois. E foi então que eu entendi que havia recebido um presente precioso, mas também uma responsabilidade imensa. Mal sabia que essa responsabilidade incluiria também a dor de perder um filho.
Hoje, como mãe de um anjo, eu posso mensurar a dor de uma mãe que perde um filho. É uma dor que não pode ser descrita, apenas sentida. É uma dor que me faz entender um pouco melhor a dor das outras mães que passaram pelo mesmo.",
liliasantosbezerra,💔😭😭,
ricardoferreirafossantos_,❤️‍🩹🥹,
taislemes,Ah nossa ❤️❤️😢😢,
iuzamaria196,❤️❤️❤️,
marias.carvalho,😢😢😢😢😢😢😢,
andy_amarall,😢❤️🙌,
lucileuda.nls,Um amor para toda vida ❤️❤️,
mariaadocarmooliveira,"Meu Deus como pode, sinto tanta saudade dela e nem a conheci, todas nós perdemos um pouco da Isabela 😢🙌",
matenhaueragda,😢😢😢😢❤️,
zeinah_atieh,Como dói perder um filho !! Arde queima é uma ferida aberta sempre,
jessy.araujo.50,Lindas,
vanderleia1757,Eu amo essa criança ❤️,
rafaellesofia,Oh meu Deus 😢,
taikanayama,💔,
vanessa.assis0,😢😢😢😢😢😢😢,
cleomacedoo,😢😢😢😢😢,
marcia_gavino,😢,
ivonete_honorato,Tão linda😍❤️,
vanusa4830,😢,
gerlach.pati,😢😍,
sarajane.07,"São momentos que não esquecemos jamais. Cada vídeo que vemos, são dores que magoam muito",
maura_costa11,"Como doi, sinto ate falta dela sem conhece-la.",
janete_beatriz,😢😢,
almir_lima_,😢,
andressaa.dourado,Todas vezes que vejo o seu insta @anacarolinaoliveira_oficial sinto um pouco da sua dor 😢💔Que Deus continue te dando forças pq essa dor jamais passará ! Só Deus mesmo pra confortar seu coração ♥️,
arag.ao2733,😭,
delina.vitorina,Tão nossa também! Tanto dor que sinto junto contigo ❤️,
neta_duraes_,"Belinha,tão linda!❤️",
eudanniela,Um dia ainda vou ver a Iza no céu eu creio😢,
elaine.cristinabez,😢😢😢😢,
silvanamanzoli2009,😢😢😢😢,
tata_tayuana,"🥹🥹🥹 ah gentiii .
Chorei aqui . É o abraço que todos nós queríamos dar em vocês duas @anacarolinaoliveira_oficial ❤️❤️❤️❤️",
teresaraquel__,😍,
lilianeneiva,Quanta SDS sentimos tbm sem nem ter conhecido!,
thay.no.mundo.de.biscuit,😢,
deboragalindo2,😭😭😭😭😭😭😭😭😭😭😭😭😭😭💔,
facamarneira,Tão lindas sem palavras 😢❤️❤️,
rozy.mirella,😢😢😢,
andreia.miranda.3576,Sinto muito 😢❤️,
janetesouza3340,Estrelinha que brilha no CÉU. 💔,
silvanarocha71,"Eu tenho saudades do abraço da minha filha ,que já me está mais neste plano .",
michellissimaoficial,Ai meu Deus... como eu queria da minha tb.😢,
helenicevanderli,Imagino !!! E pensar que o assasino é a bandida Assasina já estão escravatando os dentes,
viannamariaaparecida,😢😢😢,
namizinhasilva,❤️❤️❤️❤️lindas,
marlucegomesds,😢😢😢😢,
jehhdannaalvess,😢😢😢,
rosanamelojulia,😢,
alessandra_buarque02,😢,
____drika.svieira,Nossa dilacera o coração ver isso ... Sem palavras querida ! Deus te abençoe,
neidoka_albuquerque,Aí como dói meu ❤️ dói muito,
flaviaoliveirabo,😍😍😍,
glauhedeh,😢,
lindisaparecida,Qdo uma mãe perde um filho todos mães perdem Isabela marcou a vida de todos continue com força ela sempre será lembrada tb perdi e um anjo agora está na luz querida mãe um abraco,
eli.arauujo,🥲🥲🥲🥲❤️🌹❤️,
marialsnklrc,😢😢,
finardizuleidegomes,"Eu sou mãe também,e imagino o quanto dói na Ana e sua família,a saudade da Isa.Eu acompanho desde do começo,e só Deus que forças para Ana,😢",
bell1508,Estou do seu lado Carol. Eu te amo❤️,
ynnesfiel.ofc,Me emocionei!!!,
franciskmaria00,Em pensar q o monstro e o próprio genitor,
manu_linhares06,Saudades enormes da nossa boneca🕊🖤,
viviane_manugui,😭,
marialsnklrc,😭😭😭😭,
manu_linhares06,😢,
louricealmeida,😢😢😢,
dani.peres,"A saudade que dói o corpo e alma a sensação de estarmos vivendo um pesadelo e que vamos acordar, Mas um dia vai ser pra vida eterna e iremos nos encontrar na eternidade pra sempre",
salete.fernandes.3,Isso acaba comigo@,
jenyfferloren,Nenhuma mãe deveria passar por essa dor de perder um filho,
alessandraoliveiragouvea,❤️❤️,
brulabandeira,😢 Doeu aqui. Nosso anjinho isa,
helendias2906,❤️😢,
jucileteoliveira,😢😢🙌,
cozinhadatiabenta,😢😢❤️,
su.oliveiramori,😢🤍,
isa.souza.39395,"E como se uma lança atravessasse meu peito ao assistir esse abraço 😢porquê meu Deus,existe pessoas tão perversas?💔",
janete_mesquita_1,Dor que não se mede 😢,
_.isadorademaria,😢,
mariajosepaiva12,❤️,
isa.souza.39395,😢,
nilmasdf,😢😢😢😢,
osnicavalcante,😢❤️,
alcioneacosta,😢,
yiago.of,Chega a doer na alma😢,
cordeiro_dani,😭💔,
sheilamarques925,"Que lindas😍 meu Deus, como senti sua dor naquele dia @anacarolinaoliveira_oficial Mais também orei bastante p Deus confortar seu coração 🙏🏼💔😢Ahh quanto desejei também ficar frente a frente com aqueles malditos🤬😡😤😭",
ledianeribeiromendes,Aquele abraço gostoso!,
polo_almeida24,❤️,
martamarisouza,😢😢😢,
alziracalandreli,Com toda certeza Isa teve ao seu lado a melhor mãe 🥹❤️,
drecastelli,Que dor😢,
silvaaltamira77,😢😢😢😢,
dyovana.lacerda,"Tudo que você posta dessa linda menina impossível não se emocionar, ela na minha concepção é filha de cada mãe. Me emociono e meus olhos enchem de lágrimas.❤️❤️❤️",
necysssouza,"Meu deus,é muito doloroso para uma mãe,Sentimos a sua dor.",
jessicca_siilvaa,Jesus continua lhe dando força você só têm momentos bons com a sua filha ❤️,
luciahgodoy,Não sei explicar !! Mas dói o coração 💔,
maria6631alves,😢❤️,
gileusaferro01,❤️,
babiescris,Como pode um monstro tirar esse abraço de uma mãe😢 impossível não se revoltar!!!,
maitenarcisorealtor,😢😢,
minesppons,❤️‍🩹,
gabrielamedeirosburani,😢,
eusou.hellenmainardi,😍❤️🙏,
silvanamarinho1405,😢❤️,
rimaraad.dermato,Nosso abraço ❤️,
moura.gloria,😢😢,
eu.ednacriss__,"Eu vivi essa crueldade que fizeram com esse anjo meu coração apertava tanto q N conseguia dormir parecia alguém próximo, acho q o mundo chorou 😢😢😢",
leyasaalves,"😢 mulher, vc é muito forte!!!❤️",
rafaellflavia,Vc é muito forte! Deus te proteja sempre 🙏,
erycasoliver,Dói muito ver 😢,
comoestrelanaterra,😢,
lilianef,😍😍😢😢,
adelia_santos_corretora,Sem palavras 🥺,
_samytavares,😢💔,
crisgoncalves13_,💔💔💔💔💔,
familiapreucalopsita,😢😢😢😢❤️❤️❤️💔💔💔,
marcela.lopesllopes,😢,
ramoniqueth,😢,
enisilvalopes,Onnn,
victorino.rosangela,Isabella filha de todos nós 😢😍,
josilenemenezes34,😰,
anny.pereira32,"Nossa, não tem uma vez sequer, que eu não chore quando vejo a Isa 💔",
dryfonseca3,Que dor no peito 😢,
thatha_candido,😢💔,
tatysdantas,😢😢😢😢😢,
leticia_ogassawara,❤️,
sineideduda,"Meu Deus como eu sofri e sofro com tudo isso que aconteceu, embora nem as conheço e sou mãe vc estar em minhas orações.",
lucilene_torrezani,💔💔,
juliana.araujomoreira,🥺🥺,
izarg3046,😍,
_maristelaandrade_,Graças a Deus que vc tem essas lembranças em vídeos e fotos dela. 🙌❤️,
carolinaroms_,Não sei como você suportou esse tempo todo. Você é muito forte 💔,
personaldillaraujoo,😢😢😢💔,
sandrinha02,Linda demais 😭,
samya.costa7,😢,
talitasparremberger,🥹🥹🥹🥹,
angelamoura85,E verdade a Isabela e um pouco filha de todas nós que e mãe e a até quem não e mãe também eu nunca vou esquecer aquela cena tão chocolate 💔💔💔💔😢😢😢😢 imagina a mãe dela 😭,
marycastro241,Sofri muito quando vi a notícia do que aconteceu com ela 😢,
ericsonoliv,😢😢💔💔💋💋🌹🌹,
marianeuza1982,🥺🥺😢😢,
angelamoura85,"Se foi em mim que nunca a conheci, imagina na sua mãezinha 🥺❤️",
mariagorettedantas,Tristeza demais pra essa mãezinha 💔 minha filha quando pequena e idêntica a ela 😢,
jeane_algostinho,"Isabela se foi quando o meu chegou e senti tanta dor quando ela se foi, que posso comparar a dor de quando o meu se foi….😢💔",
kelssilva,"@anacarolinaoliveira_oficial qdo a sua filha partiu a minha nasceu, eu achava ela a cara sa Isabela...chorei muito vendo vc e me colocando no seu lugar",
cris_valeria.18,🥺💔,
mariliasilvaterapeutaestetica,Sim...do meu irmão 💔😭...só quem perdeu alguém que ama sabe o que é essa dor !!!💔💔😭😭,
glauciamarize.silva,😢,
claudiaeduarda_24,Cara não tem como não chorar 😭😭😭😭😭😭😭😭😭😭❤️,
vivianesantanacoelho,Que abraço gostoso😢😢😢😢😢😢😢😢,
geusarufino,😭😭😭,
fabriciamirandada,Aiiii que triste😭,
verateixeira47,Tão linda!!!😭 uma estrelinha maravilhosa!❤️,
atelierrmagalhaes,Meu Deus imagino a saudade desse abraço 🙏🏻🙏🏻,
vaniamariaforti,😢,
indikavalkevicz,Leblon sim meu filho sua filha,
leninhavsena,Cenas de amor que dói na alma💔💔😭😭😭💔💔,
cidinhamissassi,😢😢😢,
herandidasilva,"A morte não é o fim,temos a esperança da Eternidade em Jesus e reencontrar nossos entes queridos,aqui na terra ficamos com a saudade e a falta,sua dor com ctz não tem como discernir,mas Deus te carrega no colo e te dá força 💔🥺Deus abençoe sua vida!",
marcia.marinho.3701,😢❤️,
jana.luciano04,❤️💔🙌,
cris_s_cardoso,😢💔,
damaziaamaro,💔😢,
viviane_79_,😢 QUE. DOR.,
debhorah1,"Não posso ver nada delas duas que me emociono , é surreal. A sua força é admirável.❤️",
martareginacandidolima,😭😭😭😭😭,
janainasilva7689,Uma dor infinita 💔,
arianealvesb,😭😭😭,
rena.tafreitas1979,"E pensar que os assassinos já estão soltos, esse é o país da impunidade 😢",
juninhocostaof,🥺😢,
lucia.vieira.50,😢😢😢😭😭😭💔💔💔,
piazzollipaulinha,Tão linda Isabela ❤️,
amandamariscalin,Que judiação com essa pequena. Deus te ajude.,
larah.cruz,❤️,
castroodeh,É uma dor que não acaba nunca!😢,
anapaulal.r.neves,😢,
araujofatm2,💔😭😢🥺🥺,
simoneferreira8413,😢😢😢,
eliztrajanodealmeida,😢😢😢😢💔💔💔,
ederly_carvalho,Que dor!💔😢,
_luanalimaofc,🥹❤️,
betampaiva19,😢💔,
lorenamatias15,😭😭😭,
_17cah,😢😢😢😢,
cida.batista__,😢😢😢😍😍❤️❤️,
cris_dias_loira_,Linda princesa Anjinha tê amo muito Isabella estrelinha,
giseli_pillon,coisa mais linda,
ritarodrigueslima7,😢💔,
mari.aebranquinha6,Aff o coração dói demais de ver 😭💔,
valente5108,"🇧🇷 Nós, mães sentimos tbm a sua dor!",
nied_nunes_,😢💔,
leticiaborges4445,😢,
dilmasmbarros,❤️🌟,
cleane_2017,😭😭😭😭😭 dói até hoje,
ricardotakeira,😢💔😢😢,
veranunes19,"Me pegou muito, esse caso mexeu profundamente comigo, e até hj eu sinto todas as vezes q eu vejo.💔",
nathymatos_,Que lindo,
marciomkg,🥺💔,
pattyjulia21,"😭😭😭😭😭 sentimos saudades da Isabella mesmo sem ter conhecido, um vazio muito grande",
andreiacristinahorochoski,😭😭😭💔,
camilajkogan,😭,
mariliamaeatipica,Q vídeo lindo!!😭,
oneidealveslima,😢,
marciafrade1973,Uma dor infinita… Quando uma mãe sofre todas sofrem… Só quem é mãe entende o amor por um filho.,
juanne_martins,❤️,
drabethinafagotti,Deus te ajude Ana 🙌❤️,
camilajkogan,😭,
belbabo,😢,
talitamb6,A sua história me emociona até os dias de hoje !🥹,
josaneaparecidajacinto,"Nossa já passou 17 anos ? E isso ? Me lembro como se fosse hoje ,eu orando pra alguém falar que não era verdade aquilo que estava assistindo",
fatimasmaniottobecari,Cada vez que vejo VC publicar fotos com ela doi na minha alma😢💔❤️‍🩹🤍,
kenniakerolayne,Te abraçamos.,
pollyana_heisheis,"Aí é muito sofrido, é inesquecível 😢😍",
gracinha.bato,😍,
christixavier,🥺🥺❤️😢,
tati.caetano,O pior é saber q esse mal foi causado por uma mulher q tbem era mãe… E hj ela tem os filhos dela p abraçar. Que D’us faça justiça que a consciência dela nunca a deixe em paz.,
fergissoni,"Meu Deus, até eu senti o afago. Que dor insuportável. Qta maldade sem necessidade. Era só não pegar a criança.",
derene.lima,Deus ti fortaleça,
camilajkogan,💔💔💔💔,
decapixaba,Dá um aperto no 💔,
carm.o417,Um dia vc vai abraçar assim novamente❤️,
silvaniamadeira101,💔,
catianef87,Preciosas queridas do meu coração ❤️,
soubrunamorais,😭💔,
sandrass.7,Me dá um nó na garganta e uma angústia toda vez que lembro dela 🥺,
rafaspc,Quando uma mãe perde um filho todas nós tbm perdemos um pouco que Deus esteja sempre com vc 🥺🙏🏻♥️,
prates.lety,😭😢💔,
camila_roders,😢💔,
fraan.da160,O que fizeram com ela foi uma tremenda crueldade mas ela é luz e está em um lindo lugar,
daysemoraes_,😢💔🙌❤️,
gleicy_rribeiro,🥺😭😭,
prates.lety,😭,
orlandinhosilva,Coração dói 💔🥺,
swaneza,😢,
laudelina_urbinati,❤️❤️❤️❤️❤️❤️😢😢,
paty_santos_2006,💔,
rosivam.duarte.7,Muito triste 🩷,
mariamadalena373,Somos todas mães e isabelas e muitas outras crianças que não sabemos o nome e que muitas mães perderam 😢🙌💔,
andreafiuzaof,"@anacarolinaoliveira_oficial vc é uma das mulheres mais fortes que acompanho ,vejo Deus puro na sua vida ,vc tem uma força,uma luz impressionante Deus te abençoe sempre minha linda ❤️❤️❤️❤️❤️❤️",
dalvasoaresmarques,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏❤️❤️❤️👋🏻👋🏻👋🏻👋🏻👋🏻👋🏻👋🏻,
bellacabelos_byanita,👏❤🌟❤👏,
breeh_cornachione,😢,
cariocajo.fut400,😭😭😭😭😭😭😭😭,
brancca_nunes,😢😢,
ananilza11,Isabela será sempre inesquecível para todo Brasil!,
leiamariapl,", Linda 🌟",
efesios_,😭😭😭💔💔💔,
rosanecristinacampos,😢💔,
genieiderodrigues,😢💔,
roseilzasousa,😭💔🙌,
rita3k8n,😢😢😢😭🥺,
rosegianini94,👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽,
pricilaalves.alves.90,😍😍😍😍😍😍,
elainef_rodrigues_,💔,
cidinhaconci,😢😢,
cidinhaconci,"E inacreditável, como os pais ainda matam seus filhos! O amor esfriou mesmo",
lidianeacruz,"Que Deus continue confortando, é o único que pode minimizar a dor ...",
sandra.rodrigues.7798,💔,
danyygusmao,Aí como dói 💔,
fabbrimarcelo,😢😢😢😢,
erica.correaoliveira,Isa participa na nossa família todo mundo sente sua falta❤️,
_caricia_rodrigues,❤️😢,
maedayannieyzzi,Também perdi minha neta Isabela 😭😭😭😭,
_.meryyws,💔😢🙌,
lidianefelipevieira,😢,
karladematos1983,"Meu 💔 Dói muito, em vê um vídeo assim 😢💔💔😢",
flavia.america,😢,
luanicole,"Eu era criança quando aconteceu tudo, fiquei tão triste 🥺",
beltraomaria_,nossa que video😍🥺,
pires4990,💔💔💔,
peixotolory,💔💔💔,
paula_dudu_07,😢😢😢🥺,
joicerodriguesmakeup_photos,Nossa anjinha nunca será esquecida😍,
gracimeire_riibeeiroo,"Todas as vezes que eu vejo a Isabelinha, sinto dor como se eu tivesse perdido minha própria filha. Jamais esquecerei desse anjo 🥺❤️",
kledianebezerra,😢😢,
lana_ceara_pe,😍😍😍😍,
bemgrazii,😭😢😍,
danijessefujinami,Pra sempre Isa ❤️,
marlene_esj,Que dor! Não consigo superar essa perda. 😭,
silvamonicadejesusda,😢😢😢😢,
nandiroca23,😢😢😢😢💔💔💔💔,
suelicoelhopsicopedagoga,😢❤️,
arenildaexpedita,Lindo e triste ao mesmo tempo minha filha se chama Isabela por causa de vcs 💔😭🥺❤️,
mariahadriana,😢💔😢🙌,
graziellen_m.reis,💔💔💔💔,
lucileia.dealmeida.3,Aí caiu uma lágrima aq,
andrezza_75,🙌🙌🙌🙌😢😍,
edjanerfeitoza,Só Deus na sua vida para lhe confortar!,
gomeszx000,Queria entende de vem sua força !! Não gosto de ver essa menina porque me emociona tanto !!,
meirerezende1973,😢💔❤️,
simone.scazziotti,😢💔,
leia.caroline.58,💔,
personalkarencherubini,"😢🙌Que linda,que Deus te conforte a cada dia,querida mãezinha ❤️",
isa.belbellas,😢😢,
cristininha_na,😢,
iris_.ellen,💔,
patybrito31,😢😢😢,
jacicleidegomes,😢😢😢😢😢,
modadasblogueirasloja,😭,
katia.barbosa26,💔💔 nossa eterna princesa !! Lembrando que os culpados estão vivos e vivendo a vida deles 😢😢,
sanferre,Meu Deus do céu como dói! Que Deus te der força para suportar à tudo. Um grande e forte abraço mãezinha querida. ❤️😍😢,
tati.jfalmeida,😭lindas,
sanferre,"Um dos casos q mais me chocou , quem deveria cuidar e amar ter tamanha coragem de fazer o que fez … meu saudoso pai na época ficou revoltado e olha q nem conhecíamos , foi só pela televisão que acompanhamos o caso e na época também eu não era mãe e hoje sou , e só de imaginar tudo q você passou me dói lá no fundo da alma . Hoje ela seria uma bela moça mas Deus gosta de pessoas boas ao lado dele , por isso ela se foi tão prematura 💔😢",
ironetecaetano,🙏❤️🙏❤️💋💋🌹🌹👏👏👏👏,
damaristjparaiso,❤️❤️❤️,
alinecanhestrobeauty,😢😢,
marisaramalhoe,😢😢,
marcelaomena,😢😢😢😢😢😢,
keimilly.grilo,😢💔,
helennogueiraa_,❤️,
dea_rodrigues_cunha,😢😢,
tatyane.loirinha,😭😭😭,
gemeosborba,😢😢😢❤️❤️,
dudaa.guimaraes_,😢😢 Seu anjo! 👼 🙌,
adriana.guilherme168,😢❤️🙌,
dbsousa82,😢,
samilabelasouza,❤️❤️🙌,
eva__jara,Own😢😢😍.,
hosana.almeida123,😢😢😢,
souza.mariadelourdessouza,Que dor😢,
simone_saymon_,💔😭😭😭😭😭,
jaquelinesantos6883,😢😢😢,
alanisbrazz,😢😢,
biazaza51,Sua fé é grande mulher 🙌❤️,
jussara_nobregaa,Um anjo! Linda demais ❤️🥺,
silva_karlinha,😢😢😢😢😢😢😢❤️,
jenifermachado___,😭😭😭,
amandinha_lulu,Tadinha😢,
rocha29may,❤️❤️❤️,
sirleia_silva_oliver,❤️❤️,
dadayviana,❤️❤️❤️,
zezalibania,Bella ❤️,
fabiobarbosa382025,😢,
_gabriela__ttc,💔,
samarafelix29,❤️,
ieda.freitas.1671,Eu sempre me emociono 🥺,
toinha_brandao,🩷🌸⭐,
julia_daniella13,❤️,
stemirandda,😢😢,
eleuza.maria.338211,😢👏👏👏❤️,
flaoliveira33,😍😍😍,
daianne_cristina,❤️❤️,
yescassy,Dói na alma,
rodrigues123fatima,😢🙌❤️,
janetelesniewski67,❤️🙌❤️,
leitegalvao3,💔 saudades ainda bem que tem registro. E quando não tem?,
marinalemmi,😢😢😢😢,
fabiolapiccioli,"Aaaah, que coisa mais linda 🥹❤️",
gersicacamila,😢,
li_aca,❤️❤️,
ikaramos_97,Que lindo ❤️,
lidiane9666,😭,
angelataisrambo,❤️,
lugriniiii,😍😍😍😍,
caroltoledo70,💔🥺😢,
nandikafraga,Até hoje me pergunto como puderam tirar a Isa de vcs.😢,
ree_mangueira,😢❤️,
kakaucm,Me arrepiei toda Ágora 😢,
ritab_souza,Lindas,
gilcinethsgomes,😢,
lu_li3078,Foi uma tristeza que fizeram com elas😢,
maria_terezinhade,Que emocionante! ❤️❤️❤️,
jaque_nunes2021,😢😢😢😢 😞😞,
ivoneaparecidapinto,Eu desde o acontecido que acompanho é como se acontecesse,
moraesmartinscamis,Dói o coração de ver essa cena 😢,
corneliacarritilha,😢,
leide4515,❤️❤️❤️,
juraci_af,Como essa dor machuca 😢,
anapaulapsilva43,Oh Jesus só Deus para te confortar essa saudade,
danymatos._,Que lindas ❤️❤️,
araujo.rubenia,😢,
cidagoncaalves,Minha filha tem a idade próxima dela....😢 Sinto muito Ana...do fundo do meu coração....,
cristianematiazzi_,🙌❤️,
valpreta71,Abraço de uma criança é algo indescritível ❤️,
ritab_souza,Isso me doeu tanto nesse momento 😢😢😢,
eujulio83,Esse abraço tenho certeza que todos os dias ela te dá mesmo sem vc perceber ela está sempre com vc em você ♥️🙏🏼🙌🏼😍,
lausantanasanto,❤️❤️🙌,
olymgalvao,Alguma vez fizeram aquelas imagens d como ela seria hj c 22?Tinha vontade d saber como talvez ficaria c 22 hj😢😍,
fillipomello,❤️❤️,
isabelvergani33,😢,
saymonsy_silvans,😭,
marilda.a,Lindas ❤️😍😢,
tay.brandaoo,"Nós não esquecemos dela o tal dia 29 de março, imagina a família e você mãezinha 💔🫂",
virginia_s_costa,🥺🥺🥺,
giselec.machado,❤️,
keilakempov,😢😢😢,
isaabhs,😢,
pa_apoliveira,"Queria dar-te um abraço, não seria o abraço que você deseja, mas seria com muito amor e empatia, de alguém que não sabe se teria mesma força que você tem. Tenho certeza, ela estaria muito orgulhosa de você.",
mariahelenarodrigues254,😢😢😢😢😢,
samantaa_viera,😍😍😍😍😍,
sgrottcamila,❤️❤️❤️❤️,
marciamonticelli,😢,
cleudimarnenemnatura,🙌🏻🤍🙌🏻,
alessandra.novais._,"Nossa Ana,eu sinto tanto por tudo isso. Sinto como se tudo tivesse acontecido ontem. Uma história que mexeu muito com quem tem empatia, principalmente com as mulheres que são mães. Um dia,vcs duas ainda vão repetir esse abraço. ❤️🙌",
mary_2013l,❤️❤️,
sandramcnrocha,Que abraço mais gostoso 😢❤️,
laisaalves32,❤️,
fafibarbosa,Com doi meu Deus,
elisamarianocatarino,😍,
thais.poncegallo,Muito lindo Isabela está presente nos nossos corações 💕 🙌,
janaina29032,😢😢😢😢😢😢😢😢😢,
iaralucia03iaralucia63,😢😢,
fabianass_farias,Sensação q ela faz parte da nossa família e o luto é eterno..,
mendes.ivonilde,😢,
carolsasson,❤️🌹,
tallitha_silvaa,Ownhh 💔,
nandamariaamf,😢,
ana.weldt,😢,
janeteclaes,😢,
pinheiro_josi,🥺💔,
delaine.egger,Forte esse vídeo 😢♥️💔🌹,
liknowless,🥹,
caroolru,😢,
silvana.borba8,"Nem que viva mil anos , consigo entender o que leva a uma pessoa a fazer um crime desse .",
vanessarmrd,❤️,
tassiajanckevit,Eterna iza😍,
daysemotabeauty,Sofri demais com essa família,
alicepiresbatos2014,😢❤️,
anamoraes1908,🙌❤️,
zilma.azevedoo,😢,
rayzacoisalinda,🙌🌟,
titaasoouza,@fiorellapinder,
alinereiff,Quem não se emocionou com essa história.....me lembro como se fosse hoje.....essa Isabella foi um anjo que passou por nós... não sei como vc conseguiu forças para suportar tanto.... Deus abençoe sempre 🙏,
veralnpires,❤️,
karolina_b_soares,❤️‍🩹,
ricardo.esteticaautomotiva,❤️❤️❤️❤️,
maa_gouveia,Não aguento😭,
revieiraleite,😢😢,
schaytres,😢😢,
liz77078,😍😍,
iamluanapereira,Que saudade,
marcela_tetela,Judiação que maldade que fizeram pra essa inocente 😢😢😢,
priscila24sr,❤️❤️,
bezerrapingo,❤️😢,
mariazezona,Sempre que eu olho minha neta sorrindo eu lembro da Isabella. Vejo uma semelhança no rostinho dela. 😢,
jaildac,🙌sim o abraço que tenho mais saudades e do meu marido 😢saudades eternas 🖤🖤🖤🖤,
fabricia.carla,Deus abençoe sempre vc 🙏🏽🙏🏽,
cleide5198,Abraço que ficará eternizado no seu coração 🙏❤️🥺,
taniamonteiro5484,😭❤️‍🩹,
rogerantonini,@anacarolinaoliveira_oficial como vc fez queria fazer,
_simone_silveira,Tão linda essa menina 😍,
sararouchai,😢,
aldenir.santos.10,Oh Deus que dor😢,
solangesoares6162,O melhor abraço ❤️,
elzimarleite,😍😍,
rejanemelodia,Hoje eu sonhei com vcs duas.,
cleide5198,Muitas saudades 👏👏👏👏,
rosanelannes,❤️,
polianebarbosa11,Princesa ❤️ jamais será esquecida ❤️ Brasil te ama muito ❤️,
edjelma_alves12,❤️,
avilalucineide,😢,
mariacatarinas.guedes,😢😢😢😢😢😢😢😢,
cristianesantoscosta,Nunca que essa pena que pegaram paga o tamanho do estrago que fizeram,
silvanasodre33,😢🙏🏻❤️,
marcelirodriguespalma,😢😢😢,
mfmarins,❤️❤️❤️❤️,
simarabeatris,😢😢😢,
mariaclaudia.b.m,Era muito linda 💓😻💓 para sempre serás lembrada .,
mhelenacappelini,O nome da minha filha é Ana Carolina em sua homenagem te admiro muito vc é incrível 🙌👏👏❤️,
darliane.nunes1,❤️,
saleteleitesilva,😢😢😢,
carlavianademelo,A gente sente a dor daqui 😢,
